"";"Bill_shock";"Online_account";"Opt_In_Mail";"Opt_In_Post";"Opt_In_Tel";"MA_Grundversorger";"MA_Erweitert";"MA_Restlich";"Recovered";"Continuous_relationship";"Age";"Consumption";"Annual_account";"DBII";"Minimum_contract_term";"Customer_since_interval";"Contract_start_date_interval";"Longitude";"Latitude";"Inhabitants";"Cluster"
"865";0;0;0;1;0;0;1;0;0;0;33;1624;4,08;5,50137333333334;24;88;23;47,8792;7,66162;5848;"7"
"866";0;0;0;1;0;1;0;0;0;0;46;1349;43,58;8,27723018987342;12;94;37;47,9106;7,76606;7174;"6"
"867";1;0;0;1;0;1;0;0;0;0;66;1961;515,79;5,73041055642091;24;91;24;48,7658;8,24374;15956;"6"
"868";0;0;0;1;0;0;1;0;0;0;62;2636;-28,04;5,96137931060046;24;88;23;47,8792;7,66162;5848;"7"
"869";0;0;0;1;0;1;0;0;0;0;55;2695;-21,1;5,98827168079097;24;92;23;47,8709;7,73712;7355;"6"
"870";0;0;0;1;0;0;1;0;0;0;82;1284;31,44;8,13776841763943;12;75;0;47,8792;7,66162;5848;"7"
"871";0;0;0;1;0;1;0;0;0;0;43;1188;9,31;7,85761205128205;12;87;37;47,8123;7,65944;18072;"6"
"872";0;0;0;1;0;1;0;0;0;0;69;2951;-54,23;6,39531857235143;24;93;25;47,814;8,32346;6774;"6"
"873";1;0;0;1;0;1;0;0;0;0;46;1037;275,07;7,46468575244355;12;89;37;47,8316;7,72414;2641;"6"
"874";0;0;0;1;0;0;1;0;0;0;88;1416;-76,65;7,32070666666667;24;93;22;47,9232;7,68356;17817;"7"
"875";0;0;0;1;0;1;0;0;0;0;44;2223;-12,36;5,99235036581014;24;89;25;47,8123;7,65944;18072;"6"
"876";0;0;0;1;0;1;0;0;0;0;38;782;18,28;7,0329881981982;24;93;13;47,962;7,74013;5969;"6"
"877";0;0;0;1;0;1;0;0;0;0;45;1417;-119,83;8,219664510406;12;92;32;47,8589;7,70377;2302;"6"
"878";0;0;0;1;0;1;0;0;0;0;69;6240;33,41;7,59834953487121;24;87;23;47,8123;7,65944;18072;"6"
"879";1;0;0;1;1;1;0;0;0;0;64;5006;695,92;7,04240614138762;24;87;22;47,7745;8,25041;2198;"0"
"880";0;0;0;1;0;0;1;0;0;0;47;1751;-89,46;7,92954406190055;24;92;23;47,9232;7,68356;17817;"7"
"881";0;0;0;1;0;1;0;0;0;0;40;1021;12,78;7,29085805555555;12;87;31;47,8964;7,63964;2335;"6"
"882";0;0;0;1;0;1;0;0;0;0;40;3381;290,56;6,30224606992721;24;88;22;47,6802;8,19808;3120;"6"
"883";0;0;0;1;0;1;0;0;0;0;30;1582;8,85;8,245902749898;24;88;13;47,8709;7,73712;7355;"6"
"884";0;0;0;1;0;0;1;0;0;0;55;2201;-24,93;5,98034343893769;24;83;25;47,6527;8,24516;22160;"7"
"885";0;0;0;1;0;0;1;0;0;0;60;718;10,8;7,74028357982813;24;81;0;47,9232;7,68356;17817;"7"
"886";0;0;0;1;0;1;0;0;0;0;57;5578;-469,68;3,7526688678068;24;82;22;47,9306;7,62142;4611;"6"
"887";0;0;0;1;0;0;1;0;0;0;80;249;-249,49;5,19522834345479;24;88;23;47,8587;7,6373;3822;"7"
"888";0;0;0;1;0;1;0;0;0;0;79;8614;10,73;1,10760187389636;24;82;24;47,962;7,74013;5969;"6"
"889";1;0;0;1;0;1;0;0;0;0;42;1721;182,92;8,17473155771497;12;81;0;47,7236;8,29654;5208;"6"
"890";0;0;0;1;0;1;0;0;0;0;37;272;-171,12;5,74357964476021;12;92;27;47,8709;7,73712;7355;"6"
"891";1;0;1;1;0;1;0;0;0;0;50;1701;289,17;7,94261760589318;12;87;13;47,7236;8,29654;5208;"4"
"892";1;0;0;1;0;1;0;0;0;0;85;1446;315,17;7,65086561923584;12;75;0;47,8123;7,65944;18072;"6"
"893";0;0;0;1;0;1;0;0;0;0;48;4119;83,92;6,63830472531177;24;87;22;47,8123;7,65944;18072;"6"
"894";0;0;0;1;0;0;1;0;0;0;41;1539;-7,73;8,15230971155932;24;88;13;47,8792;7,66162;5848;"7"
"895";0;0;0;1;0;1;0;0;0;0;50;5324;-63,65;7,18096980295568;24;92;23;47,7745;8,25041;2198;"6"
"896";0;0;0;1;0;0;1;0;0;0;75;792;23,53;6,98929799075242;24;76;0;47,8792;7,66162;5848;"7"
"897";0;0;0;1;0;0;1;0;0;0;46;487;-18,29;6,19472750681663;24;86;37;47,8792;7,66162;5848;"7"
"898";1;0;0;1;0;1;0;0;0;0;28;3206;124,86;6,62680409090909;24;93;17;47,814;8,32346;6774;"6"
"899";1;0;0;1;0;1;0;0;0;0;75;3871;118,5;2,86890121794302;24;82;16;47,9306;7,62142;4611;"6"
"900";0;0;0;1;0;1;0;0;0;0;61;4883;120,97;7,46120419255807;24;81;25;47,7723;8,09896;5386;"6"
"901";0;0;0;1;0;0;1;0;0;0;83;615;9,5;7,16160522088354;12;92;28;47,9232;7,68356;17817;"7"
"902";0;0;0;1;0;0;1;0;0;0;74;1581;0,98;7,04759393599335;12;69;0;47,9523;7,79368;2732;"7"
"903";0;0;0;1;0;0;1;0;0;0;48;1699;-48,42;8,05083166202845;24;88;17;47,8332;7,57299;11629;"7"
"904";0;0;0;1;0;0;1;0;0;0;72;1835;15,47;8,08215105785838;24;83;23;47,6595;8,36288;6470;"7"
"905";0;0;0;1;0;1;0;0;0;0;53;3836;-7,74;6,50722624365483;24;83;23;47,6802;8,19808;3120;"6"
"906";0;0;0;1;0;0;1;0;0;0;66;480;12,62;6,80881449275362;24;92;13;47,9232;7,68356;17817;"7"
"907";0;0;0;1;0;0;1;0;0;0;37;1688;10,12;7,95057049271893;24;81;19;47,9232;7,68356;17817;"7"
"908";0;0;0;1;0;1;0;0;0;0;61;2627;56,42;6,69288828464107;24;82;16;47,962;7,74013;5969;"6"
"909";1;0;0;1;0;1;0;0;0;0;47;3851;247,04;6,51321612210921;24;88;23;47,7745;8,25041;2198;"6"
"910";0;0;0;1;0;0;1;0;0;0;69;37;47,58;4,90161091269841;24;81;31;47,9232;7,68356;17817;"7"
"911";0;0;0;1;0;0;1;0;0;0;74;1847;-27,93;5,60232640203814;24;86;23;47,6527;8,24516;22160;"7"
"912";0;0;0;1;1;0;1;0;0;0;53;823;-27,12;7,98051322793149;12;88;13;47,8587;7,6373;3822;"2"
"913";0;0;0;1;0;1;0;0;0;0;73;1106;45,04;8,01181277777778;24;87;37;47,8123;7,65944;18072;"6"
